"year","area","gear","catch_shares","n_obs","n_trips","n_hauls","n_vessels","nonconfidential","ob_discard_mt","ob_retained_mt","ob_ratio","median_boot_discard_mt","sd_boot_discard_mt","median_boot_ratio","sd_boot_ratio","n_bootstrap","ratio_type"
"2006","OR_WA","FixedGears","FALSE",10209,317,991,73,TRUE,0.271037829991835,1.5666560827361,0.14748801642897,0.266839789530981,0.0795456605207706,0.150394126866906,0.0997275805328967,10000,"DIS/(DIS + RET)"
"2006","OR_WA","Trawl","FALSE",55809,305,2266,61,TRUE,12.1045087544226,67.2866163114203,0.152466774395548,11.9462442166379,2.71334310574791,0.1509733781215,0.025650535109512,10000,"DIS/(DIS + RET)"
"2007","CA","FixedGears","FALSE",6179,365,645,101,TRUE,1.09498775288034,16.0409618071305,0.0639000336132902,1.09190102512928,0.164145773070616,0.0637448694245316,0.00603723152944211,10000,"DIS/(DIS + RET)"
"2007","CA","Trawl","FALSE",22286,228,1114,39,TRUE,1.10206840243128,43.411731457999,0.0247579044226,1.08390637757416,0.284062551379526,0.0245061378940247,0.00542943455881166,10000,"DIS/(DIS + RET)"
"2007","OR_WA","FixedGears","FALSE",10377,298,947,76,TRUE,0.923809307810941,3.16269427560555,0.226063501218956,0.905865009525538,0.483585624282699,0.221259068497016,0.0678603519586497,10000,"DIS/(DIS + RET)"
"2007","OR_WA","Trawl","FALSE",61391,287,2710,87,TRUE,15.2533294021591,119.467927350485,0.113221400763542,15.0571691009707,3.53606186369392,0.111780765493197,0.0192556298370202,10000,"DIS/(DIS + RET)"
"2008","CA","FixedGears","FALSE",3758,267,408,85,TRUE,0.924081466025583,16.9729504672049,0.0516332244068797,0.912752880341105,0.188817007775307,0.0515141094909989,0.00883940164164625,10000,"DIS/(DIS + RET)"
"2008","CA","Trawl","FALSE",26406,253,1239,39,TRUE,0.962478454141341,48.243238879268,0.0195602971829423,0.942175451329039,0.220576897605996,0.019454024822718,0.00361844047086925,10000,"DIS/(DIS + RET)"
"2008","OR_WA","FixedGears","FALSE",11387,294,1099,84,TRUE,0.225347001723669,1.79094458314433,0.111763101832526,0.221055973872811,0.0564573155155763,0.11119928359546,0.0268584018445339,10000,"DIS/(DIS + RET)"
"2008","OR_WA","Trawl","FALSE",78524,324,3161,91,TRUE,10.3112038465028,215.488637176117,0.0456652396202079,9.89248616529076,3.20583027502234,0.0443222392589281,0.0111631336791826,10000,"DIS/(DIS + RET)"
"2009","CA","FixedGears","FALSE",4484,310,547,89,TRUE,0.997854486074571,14.7861976322235,0.0632191580841133,0.993184704708337,0.165716273757261,0.0633647767050071,0.00814827357629527,10000,"DIS/(DIS + RET)"
"2009","CA","Trawl","FALSE",22317,200,1076,33,TRUE,1.24121836160755,54.2045341832008,0.0223861757598918,1.22751973147056,0.280022798745373,0.0223614776624876,0.00437951931585239,10000,"DIS/(DIS + RET)"
"2009","OR_WA","FixedGears","FALSE",5923,234,577,70,TRUE,0.0946021954095981,1.42504055157398,0.0622529180607607,0.0943209652544679,0.0200248876858835,0.0622036204428707,0.0239119852301447,10000,"DIS/(DIS + RET)"
"2009","OR_WA","Trawl","FALSE",108567,464,4192,98,TRUE,26.8145287126916,255.256087023465,0.0950631764415102,26.4122153678672,6.4055333400708,0.0936822900723265,0.0193792975560448,10000,"DIS/(DIS + RET)"
"2010","CA","FixedGears","FALSE",6239,408,746,101,TRUE,1.88582055701715,19.5393299237957,0.0880190110546005,1.88530572439445,0.318866093676889,0.0877698551845951,0.0141598541610634,10000,"DIS/(DIS + RET)"
"2010","CA","Trawl","FALSE",16571,154,860,31,TRUE,0.696262360518915,43.9102880794702,0.0156089711858715,0.687269799510115,0.145666364874929,0.0155415655177153,0.0033328250479333,10000,"DIS/(DIS + RET)"
"2010","OR_WA","FixedGears","FALSE",13207,358,1308,92,TRUE,0.361875170098884,2.957224848045,0.109028100425022,0.355679034745532,0.134055111874802,0.109983659276908,0.0280465629448625,10000,"DIS/(DIS + RET)"
"2010","OR_WA","Trawl","FALSE",71924,358,3641,92,TRUE,14.615816928241,164.241301948154,0.0817178372326445,14.4354712873084,3.89070399262337,0.0810228355467158,0.0178248125768421,10000,"DIS/(DIS + RET)"
"2011","CA","FixedGears","FALSE",6763,428,744,104,TRUE,1.26138528531253,17.98058078563,0.0655538670353107,1.25132450331126,0.189936131806513,0.0653079030546026,0.00824746775695645,10000,"DIS/(DIS + RET)"
"2011","OR_WA","FixedGears","FALSE",13493,366,1226,97,TRUE,0.214179442982854,1.90988682754241,0.100834633059678,0.211902385920348,0.0419283863252633,0.101841843477586,0.0304014549367926,10000,"DIS/(DIS + RET)"
"2011","OR_WA","Trawl","FALSE",29600,167,2470,50,TRUE,0.02860836432913,0,1,0.0274925156490973,0.017832684623581,1,0,10000,"DIS/(DIS + RET)"
"2012","CA","FixedGears","FALSE",6222,324,673,85,TRUE,0.721840696725029,11.5002110586955,0.0590605171022036,0.717792343282228,0.159560715625816,0.0589578459850609,0.00837458995116386,10000,"DIS/(DIS + RET)"
"2012","OR_WA","FixedGears","FALSE",11266,366,1114,89,TRUE,0.763358432368684,2.51047264809943,0.233169767653233,0.741216093622426,0.377580458380064,0.230119768876702,0.0555478568471998,10000,"DIS/(DIS + RET)"
"2012","OR_WA","Trawl","FALSE",22438,185,2644,60,TRUE,0.0151955003175179,0,1,0.0148961262814116,0.00437295777884374,1,0,10000,"DIS/(DIS + RET)"
"2013","CA","FixedGears","FALSE",5996,338,646,88,TRUE,0.793926335843237,12.1383788442348,0.0613909372527232,0.790274879796789,0.153518650279633,0.0611799544930261,0.0104421981378784,10000,"DIS/(DIS + RET)"
"2013","OR_WA","FixedGears","FALSE",5738,254,538,81,TRUE,0.63742175451329,1.71592107411775,0.270858009618634,0.637251655629139,0.241993501303645,0.268100152093391,0.0990047393868034,10000,"DIS/(DIS + RET)"
"2013","OR_WA","Trawl","FALSE",16070,136,1789,57,TRUE,0.00873174271976776,0,1,0.00845958450512565,0.00439798780609806,1,0,10000,"DIS/(DIS + RET)"
"2014","CA","FixedGears","FALSE",5492,322,585,90,TRUE,0.542656264174907,8.1765446793069,0.0622369260316886,0.53609498321691,0.126340418323584,0.0614604851277126,0.0133353234420837,10000,"DIS/(DIS + RET)"
"2014","CA","Trawl","FALSE",5212,77,482,18,TRUE,0.000204118660981584,0,1,0.000204118660981584,1.83924773741264e-05,1,0,10000,"DIS/(DIS + RET)"
"2014","OR_WA","FixedGears","FALSE",8421,233,732,78,TRUE,0.658568447790983,3.15321913518722,0.17277154968757,0.639741903293114,0.33001300050762,0.165920686408426,0.0654707026484009,10000,"DIS/(DIS + RET)"
"2014","OR_WA","Trawl","FALSE",20785,150,1840,52,TRUE,0.0149550938945841,0,1,0.0146579878435997,0.00443518104747044,1,0,10000,"DIS/(DIS + RET)"
"2015","CA","FixedGears","FALSE",6661,384,693,91,TRUE,1.17463485439536,6.9850582666421,0.143955763650828,1.13922707067042,0.717184281354918,0.139523146736537,0.0596342355051939,10000,"DIS/(DIS + RET)"
"2015","OR_WA","FixedGears","FALSE",11574,300,1010,89,TRUE,0.409675224530527,3.01295024198942,0.11969618894558,0.407085185521183,0.075678550351752,0.119316651139246,0.0221751281486035,10000,"DIS/(DIS + RET)"
"2015","OR_WA","Trawl","FALSE",41993,403,3863,71,TRUE,0.00742538328948562,3.17804743475914,0.00233101448783804,0.00703075387825456,0.00385243547336184,0.00231643575974676,0.00179631469990292,10000,"DIS/(DIS + RET)"
"2016","CA","FixedGears","FALSE",4889,275,476,89,TRUE,0.532931143971696,5.37998618041066,0.0901299840222887,0.526812120112492,0.141963493992126,0.0895085947863077,0.0217041856538402,10000,"DIS/(DIS + RET)"
"2016","OR_WA","FixedGears","FALSE",14761,358,1423,91,TRUE,1.3285947564184,2.59503554895732,0.33861364425647,1.31403882790529,0.755293622634815,0.334005686158802,0.100349441115767,10000,"DIS/(DIS + RET)"
"2016","OR_WA","Trawl","FALSE",39500,332,3695,74,TRUE,0.00115667241222898,0.59920166923705,0.00192663669676249,0.0011339925610088,0.000429061923939535,0.00192809345582398,0.113913872925823,10000,"DIS/(DIS + RET)"
"2017","CA","FixedGears","FALSE",5740,317,566,107,TRUE,0.203746711421573,6.28441467839971,0.0314028426822449,0.199680214097796,0.0538243002753771,0.0311587466261854,0.00820256205141071,10000,"DIS/(DIS + RET)"
"2017","CA","Trawl","FALSE",22848,237,1160,32,TRUE,0.001546765853216,0,1,0.001546765853216,0.000902499657908243,1,0,10000,"DIS/(DIS + RET)"
"2017","OR_WA","FixedGears","FALSE",13635,329,1053,107,TRUE,1.18789349541867,4.47480344939906,0.209775219651439,1.17360065317972,0.399710305641335,0.206193446567202,0.0685243889910834,10000,"DIS/(DIS + RET)"
"2017","OR_WA","Trawl","FALSE",34679,437,3058,72,TRUE,0.00468112129184433,0.106429273173499,0.0421303633595185,0.00455865009525537,0.00180908237750502,0.0449426412237598,0.100026588643741,10000,"DIS/(DIS + RET)"
"2018","CA","FixedGears","FALSE",4917,262,508,90,TRUE,0.642665336115395,6.55766413408328,0.0892549901744513,0.620584232967432,0.251857629182254,0.0886784896082796,0.0263542355361501,10000,"DIS/(DIS + RET)"
"2018","OR_WA","FixedGears","FALSE",18308,401,1592,115,TRUE,1.88101242855847,6.59583764601515,0.221899928866335,1.83734917898939,0.698651155909634,0.220167050070901,0.0464162265258699,10000,"DIS/(DIS + RET)"
"2018","OR_WA","Trawl","FALSE",39036,481,3566,73,TRUE,0.0216592579152681,4.35983957155493,0.0049433444486135,0.021389367685748,0.00604537569536887,0.00509091902877368,0.145117854052402,10000,"DIS/(DIS + RET)"
"2019","CA","FixedGears","FALSE",4944,257,462,85,TRUE,0.464696543590674,4.259986411669,0.0983550744020525,0.460725301642021,0.0914435749275964,0.098578037007929,0.0107052977980069,10000,"DIS/(DIS + RET)"
"2019","CA","Trawl","FALSE",16128,214,966,29,TRUE,0.000158758958541232,0,1,0.000158758958541232,0,1,0,10000,"DIS/(DIS + RET)"
"2019","OR_WA","FixedGears","FALSE",15308,335,1391,101,TRUE,0.343422843146149,3.34738310495098,0.0930481981376473,0.342261634763676,0.0873094871626255,0.092532955749057,0.0242448514976368,10000,"DIS/(DIS + RET)"
"2019","OR_WA","Trawl","FALSE",39469,460,3615,72,TRUE,0.00316157126009253,0.0511948652816838,0.0581636961735465,0.00307085185521183,0.00163991358858152,0.0612294020601893,0.183028540566506,10000,"DIS/(DIS + RET)"
"2020","CA","FixedGears","FALSE",2637,164,254,52,TRUE,0.100381021500499,2.68241290937131,0.0360720283262408,0.0993740361063231,0.0254937058642182,0.0362194336207161,0.00949866042754003,10000,"DIS/(DIS + RET)"
"2020","OR_WA","FixedGears","FALSE",7054,216,820,65,TRUE,0.0749115485802413,0.453894856209743,0.141661575770801,0.0742878526716865,0.0221781152753542,0.142239943238431,0.0511110035293789,10000,"DIS/(DIS + RET)"
"2020","OR_WA","Trawl","FALSE",10873,177,1038,39,TRUE,0.000580604191236506,1.10664988642568,0.000524375183086776,0.000580604191236506,0.000206519246547072,0.000528768151973715,0.0373779624904008,10000,"DIS/(DIS + RET)"
"2021","CA","FixedGears","FALSE",4562,198,458,64,TRUE,0.390438174725574,2.84334595845051,0.120737241153479,0.39000725755239,0.0157076251253787,0.121372323747292,0.0175085488817612,10000,"DIS/(DIS + RET)"
"2021","OR_WA","FixedGears","FALSE",8611,291,827,76,TRUE,0.197958813390184,0.998522271613898,0.165450850724906,0.196421119477456,0.0651862050521856,0.170769216109246,0.074230461716075,10000,"DIS/(DIS + RET)"
"2021","OR_WA","Trawl","FALSE",12177,219,1140,38,TRUE,0.0051800780186882,0.449514651183888,0.0113924303186289,0.00508935861380749,0.00300875925913786,0.0115524803854945,0.219980600752061,10000,"DIS/(DIS + RET)"
