"run","likelihood","gradient","SB0","SBfinal","Nparsonbounds","Lowest.NLL"
"79",825.626,0.000225,20293.7,10563.2,0,"Best Fit"
"80",974.812,0.000356458,18315.3,8498.77,0,"0"
"81",825.626,0.000268816,20293.7,10563.2,0,"Best Fit"
"82",837.304,0.0153379,16809.2,8222.06,0,"0"
"83",974.812,0.000124511,18315.3,8498.77,0,"0"
"84",825.626,0.000557995,20293.7,10563.2,0,"Best Fit"
"85",825.626,0.000144445,20293.7,10563.2,0,"Best Fit"
"86",825.626,0.000587579,20293.7,10563.2,0,"Best Fit"
"87",974.812,0.000366077,18315.3,8498.77,0,"0"
"88",825.626,0.00091346,20293.7,10563.2,0,"Best Fit"
"89",825.626,0.00051891,20293.7,10563.2,0,"Best Fit"
"90",974.812,0.00032931,18315.3,8498.77,0,"0"
"91",825.626,0.000658977,20293.7,10563.2,0,"Best Fit"
"92",825.626,8.76571e-05,20293.7,10563.2,0,"Best Fit"
"93",974.812,0.00194086,18315.3,8498.77,0,"0"
"94",825.626,7.91649e-05,20293.7,10563.2,0,"Best Fit"
"95",825.626,8.39887e-05,20293.7,10563.2,0,"Best Fit"
"96",825.626,0.00110206,20293.7,10563.2,0,"Best Fit"
"97",974.812,0.00108704,18315.3,8498.77,0,"0"
"98",825.626,0.000250104,20293.7,10563.2,0,"Best Fit"
"99",974.812,7.73032e-05,18315.3,8498.77,0,"0"
"100",825.626,3.40154e-05,20293.7,10563.2,0,"Best Fit"
