

 Females then males 
"year","month","fleet","sex","partition","Ntows","Nsamps","InputN","F6","F8","F10","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","F68","F70","F72","M6","M8","M10","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66","M68","M70","M72"
2003,7,"WA_TWL",1,2,16,444,77,0,0,0,0,0,0,0.0061,0.0289,0.0824,0.2101,0.1359,0.1334,0.1103,0.0922,0.0566,0.029,0.0164,0.0104,0.0151,0.0107,0.0049,0.0059,0.0089,0.0057,0.0107,0.0044,0.009,0.0065,0.0024,0,0.0017,0.0022,0,0,0,0,0,0,0,0,0.0061,0.0289,0.0824,0.2101,0.1359,0.1334,0.1103,0.0922,0.0566,0.029,0.0164,0.0104,0.0151,0.0107,0.0049,0.0059,0.0089,0.0057,0.0107,0.0044,0.009,0.0065,0.0024,0,0.0017,0.0022,0,0
2004,7,"WA_TWL",1,2,8,99,22,0,0,0,0,0,0.0016,0.0016,0.0335,0.016,0.3883,0.3519,0.0413,0.0294,0.0324,0.0198,0.0219,0.0055,0.0213,0.0018,0.0176,0.0037,0.0018,0.0018,0,0.0016,0,0.0018,0.0037,0.0016,0,0,0,0,0,0,0,0,0,0,0.0016,0.0016,0.0335,0.016,0.3883,0.3519,0.0413,0.0294,0.0324,0.0198,0.0219,0.0055,0.0213,0.0018,0.0176,0.0037,0.0018,0.0018,0,0.0016,0,0.0018,0.0037,0.0016,0,0,0,0,0
2005,7,"WA_TWL",1,2,7,222,38,0,0,0,0,0,0,0,0.0044,0.0286,0.1011,0.1076,0.1712,0.1648,0.1334,0.0979,0.0823,0.0231,0.0404,0.0088,0.0066,0.0133,0,0.0033,0,0.0033,0,0,0.0033,0.0033,0,0,0,0,0.0033,0,0,0,0,0,0,0,0.0044,0.0286,0.1011,0.1076,0.1712,0.1648,0.1334,0.0979,0.0823,0.0231,0.0404,0.0088,0.0066,0.0133,0,0.0033,0,0.0033,0,0,0.0033,0.0033,0,0,0,0,0.0033
2006,7,"WA_TWL",1,2,2,44,8,0,0,0,0,0,0,0,0,0,0,0.1935,0.3335,0.0434,0.1301,0.0723,0.0966,0,0.0145,0,0.0387,0,0.0387,0,0,0,0,0.0387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1935,0.3335,0.0434,0.1301,0.0723,0.0966,0,0.0145,0,0.0387,0,0.0387,0,0,0,0,0.0387,0,0,0,0,0,0,0
2007,7,"WA_TWL",1,2,13,225,44,0,0,0,0,0,0,0,0.0228,0.0954,0.1259,0.1576,0.1065,0.0711,0.0492,0.0674,0.0835,0.0323,0.0399,0.0333,0.0259,0.0186,0.0084,0.0248,0.0126,0,0,2e-04,0.0048,0.0052,0.0042,0.0052,0.0052,0,0,0,0,0,0,0,0,0,0.0228,0.0954,0.1259,0.1576,0.1065,0.0711,0.0492,0.0674,0.0835,0.0323,0.0399,0.0333,0.0259,0.0186,0.0084,0.0248,0.0126,0,0,2e-04,0.0048,0.0052,0.0042,0.0052,0.0052,0,0
2008,7,"WA_TWL",1,2,4,88,16,0,0,0,0,0,0,0,0,0.0713,0.1879,0.1956,0.0968,0.0552,0.041,0.0686,0.0477,0.0608,0.0268,0.0286,0.037,0.0595,0.0077,0.0053,0.003,0,0.0048,0,0,0,0,0,0,0,0.0024,0,0,0,0,0,0,0,0,0.0713,0.1879,0.1956,0.0968,0.0552,0.041,0.0686,0.0477,0.0608,0.0268,0.0286,0.037,0.0595,0.0077,0.0053,0.003,0,0.0048,0,0,0,0,0,0,0,0.0024
2009,7,"WA_TWL",1,2,15,389,69,0,0,0,0,0,0.0403,0.0023,0.0242,0.053,0.1346,0.1353,0.105,0.1126,0.0901,0.0649,0.0293,0.0525,0.0302,0.0196,0.0102,0.023,0.0252,0.0025,0.0042,0.0028,0.0025,0.0071,0.0077,0.0112,0.0025,0.004,0,0.0027,0,0,0,0,0,0,0.0403,0.0023,0.0242,0.053,0.1346,0.1353,0.105,0.1126,0.0901,0.0649,0.0293,0.0525,0.0302,0.0196,0.0102,0.023,0.0252,0.0025,0.0042,0.0028,0.0025,0.0071,0.0077,0.0112,0.0025,0.004,0,0.0027,0
2010,7,"WA_TWL",1,2,8,331,54,0,0,0,0,0,0,0.0231,0.0254,0.0278,0.1249,0.2116,0.1328,0.1133,0.0716,0.0321,0.0359,0.0371,0.0355,0.0194,0.0218,0.0572,0.0098,0.004,0.0059,0.001,0.001,0.0014,0.0028,0.0018,0.0014,0.0014,0,0,0,0,0,0,0,0,0,0.0231,0.0254,0.0278,0.1249,0.2116,0.1328,0.1133,0.0716,0.0321,0.0359,0.0371,0.0355,0.0194,0.0218,0.0572,0.0098,0.004,0.0059,0.001,0.001,0.0014,0.0028,0.0018,0.0014,0.0014,0,0,0
2011,7,"WA_TWL",1,2,7,310,49,0,0,0,0,0,0.001,0.0111,0.0408,0.072,0.1015,0.1732,0.1425,0.1448,0.0669,0.0476,0.0557,0.0199,0.0117,0.0199,0.0116,0.014,0.0082,0.0055,0.0056,0.016,0.0073,0.0049,0.0033,0.0018,0.0033,0.0016,0.0047,0,0.0035,0,0,0,0,0,0.001,0.0111,0.0408,0.072,0.1015,0.1732,0.1425,0.1448,0.0669,0.0476,0.0557,0.0199,0.0117,0.0199,0.0116,0.014,0.0082,0.0055,0.0056,0.016,0.0073,0.0049,0.0033,0.0018,0.0033,0.0016,0.0047,0,0.0035
2012,7,"WA_TWL",1,2,8,270,45,0,0,0,0,0,0,0.0062,0.0114,0.0603,0.0953,0.1242,0.0996,0.1039,0.1056,0.0523,0.0418,0.0344,0.036,0.0395,0.0413,0.0195,0.0105,0.0127,0.0078,0.0267,0.0111,0.0066,0.0109,0.024,0.0055,0.0034,0.0028,0.0067,0,0,0,0,0,0,0,0.0062,0.0114,0.0603,0.0953,0.1242,0.0996,0.1039,0.1056,0.0523,0.0418,0.0344,0.036,0.0395,0.0413,0.0195,0.0105,0.0127,0.0078,0.0267,0.0111,0.0066,0.0109,0.024,0.0055,0.0034,0.0028,0.0067,0
2013,7,"WA_TWL",1,2,12,271,49,0,0,0,0,0,0.0359,0.0156,0.0539,0.0992,0.0872,0.0787,0.0722,0.1136,0.082,0.0572,0.0659,0.0637,0.0508,0.0217,0.0149,0.0031,0.0092,0.0092,0.0079,0.0076,0.0066,0.0012,0.0289,0.0101,0.0012,0.0012,0.0012,0,0,0,0,0,0,0,0.0359,0.0156,0.0539,0.0992,0.0872,0.0787,0.0722,0.1136,0.082,0.0572,0.0659,0.0637,0.0508,0.0217,0.0149,0.0031,0.0092,0.0092,0.0079,0.0076,0.0066,0.0012,0.0289,0.0101,0.0012,0.0012,0.0012,0,0
2014,7,"WA_TWL",1,2,5,125,22,0,0,0,0,0,0,0,0,0.0201,0.0848,0.1165,0.1039,0.1566,0.0869,0.0887,0.0679,0.0451,0.0402,0.0121,0,0.0532,0.0266,0.0161,0,0,0.004,0,0,0.0234,0.0209,0.0194,0,0.0113,0.0025,0,0,0,0,0,0,0,0,0.0201,0.0848,0.1165,0.1039,0.1566,0.0869,0.0887,0.0679,0.0451,0.0402,0.0121,0,0.0532,0.0266,0.0161,0,0,0.004,0,0,0.0234,0.0209,0.0194,0,0.0113,0.0025
2015,7,"WA_TWL",1,2,3,111,18,0,0,0,0,0,0.0306,0.0459,0.0153,0.153,0.0601,0.0456,0.1055,0.0822,0.0973,0.1406,0.076,0.0663,0.0292,0.0283,0.008,0,0.008,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306,0.0459,0.0153,0.153,0.0601,0.0456,0.1055,0.0822,0.0973,0.1406,0.076,0.0663,0.0292,0.0283,0.008,0,0.008,0.008,0,0,0,0,0,0,0,0,0,0,0
2017,7,"WA_TWL",1,2,11,332,57,0,0,0,0,0.0018,0.0013,0.0126,0.0284,0.0521,0.0719,0.1,0.112,0.1203,0.165,0.104,0.0944,0.0591,0.031,0.0091,0.0076,0.011,0.0148,0.0018,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0.0013,0.0126,0.0284,0.0521,0.0719,0.1,0.112,0.1203,0.165,0.104,0.0944,0.0591,0.031,0.0091,0.0076,0.011,0.0148,0.0018,0,0.0018,0,0,0,0,0,0,0,0,0
2018,7,"WA_TWL",1,2,8,232,40,0,0,0,0,0.0136,0.0136,0.038,0.0669,0.1599,0.1181,0.0946,0.1399,0.1231,0.0752,0.0528,0.0262,0.0107,0.0282,0.0128,0.0127,0.0113,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136,0.0136,0.038,0.0669,0.1599,0.1181,0.0946,0.1399,0.1231,0.0752,0.0528,0.0262,0.0107,0.0282,0.0128,0.0127,0.0113,0,0.0024,0,0,0,0,0,0,0,0,0,0,0
2019,7,"WA_TWL",1,2,8,184,33,0,0,0,0,0,0,0.0049,0.0099,0.037,0.113,0.0808,0.1484,0.1693,0.1227,0.0745,0.0679,0.0358,0.0658,0.0123,0.0134,0.0074,0.0134,0,0.0071,0,0,0.0074,0,0.0091,0,0,0,0,0,0,0,0,0,0,0,0.0049,0.0099,0.037,0.113,0.0808,0.1484,0.1693,0.1227,0.0745,0.0679,0.0358,0.0658,0.0123,0.0134,0.0074,0.0134,0,0.0071,0,0,0.0074,0,0.0091,0,0,0,0,0
2020,7,"WA_TWL",1,2,2,13,4,0,0,0,0,0,0,0,0,0.1954,0.1788,0.2682,0.0894,0,0.0894,0,0.0894,0.0894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1954,0.1788,0.2682,0.0894,0,0.0894,0,0.0894,0.0894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,7,"WA_TWL",1,2,5,68,14,0,0,0,0,0,0,0,0.085,0.1706,0.174,0.1295,0.1302,0.1351,0.007,0.0717,0.0153,0.0077,0.007,0.046,0,0.014,0.0035,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.1706,0.174,0.1295,0.1302,0.1351,0.007,0.0717,0.0153,0.0077,0.007,0.046,0,0.014,0.0035,0.0035,0,0,0,0,0,0,0,0,0,0,0
2022,7,"WA_TWL",1,2,4,33,9,0,0,0,0,0,0,0,0,0,0.0347,0.1387,0.2461,0.4974,0.037,0.0046,0.0046,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347,0.1387,0.2461,0.4974,0.037,0.0046,0.0046,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


 Males only 
"year","month","fleet","sex","partition","Ntows","Nsamps","InputN","M6","M8","M10","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66","M68","M70","M72","M.6","M.8","M.10","M.12","M.14","M.16","M.18","M.20","M.22","M.24","M.26","M.28","M.30","M.32","M.34","M.36","M.38","M.40","M.42","M.44","M.46","M.48","M.50","M.52","M.54","M.56","M.58","M.60","M.62","M.64","M.66","M.68","M.70","M.72"
1985,7,"CA_NONTWL",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,7,"CA_NONTWL",2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.4797,0,0,0,0.3684,0.1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4797,0,0,0,0.3684,0.1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,7,"CA_NONTWL",2,2,7,30,11,0,0,0,0,0,0,0,0,0,0.0071,0.0034,0.0034,0.0172,0.1975,0.1906,0.1894,0.0034,0,0.0071,0.1871,0.0935,0.0969,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0.0034,0.0034,0.0172,0.1975,0.1906,0.1894,0.0034,0,0.0071,0.1871,0.0935,0.0969,0,0,0.0034,0,0,0,0,0,0,0,0,0
1988,7,"CA_NONTWL",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,7,"CA_NONTWL",2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3575,0,0,0,0,0.6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3575,0,0,0,0,0.6425,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,7,"CA_NONTWL",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,"CA_NONTWL",2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,"CA_NONTWL",2,2,3,28,7,0,0,0,0,0,0,0,0,0,0,0,0.1092,0.4762,0.1092,0,0.014,0.0464,0.0268,0.0817,0.014,0.0402,0.0414,0.0134,0.014,0,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1092,0.4762,0.1092,0,0.014,0.0464,0.0268,0.0817,0.014,0.0402,0.0414,0.0134,0.014,0,0.0134,0,0,0,0,0,0,0,0
2002,7,"CA_NONTWL",2,2,5,62,14,0,0,0,0,0,0,0,0,0,0.0046,0.1144,0.2674,0.2147,0.0312,0.0046,0,0,0,0.0751,0.0365,0.1359,0,0.0385,0.0588,0,0.0183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0.1144,0.2674,0.2147,0.0312,0.0046,0,0,0,0.0751,0.0365,0.1359,0,0.0385,0.0588,0,0.0183,0,0,0,0,0,0,0,0
2003,7,"CA_NONTWL",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,"CA_NONTWL",2,2,2,13,4,0,0,0,0,0,0,0,0,0,0,0.1296,0.5466,0.1296,0.1296,0,0,0.0648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1296,0.5466,0.1296,0.1296,0,0,0.0648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,"CA_NONTWL",2,2,6,19,9,0,0,0,0,0,0,0,0,0,0,0.0322,0.0322,0,0,0.0322,0,0.2861,0.0322,0.2372,0.0644,0.1084,0.0644,0,0,0.1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322,0.0322,0,0,0.0322,0,0.2861,0.0322,0.2372,0.0644,0.1084,0.0644,0,0,0.1109,0,0,0,0,0,0,0,0,0
2006,7,"CA_NONTWL",2,2,9,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0759,0.0759,0.0467,0.5795,0.0584,0.0117,0,0.0117,0.0234,0.035,0.0234,0.035,0.0117,0,0.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759,0.0759,0.0467,0.5795,0.0584,0.0117,0,0.0117,0.0234,0.035,0.0234,0.035,0.0117,0,0.0117,0,0,0,0,0,0,0
2007,7,"CA_NONTWL",2,2,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0.2727,0.1818,0.1818,0,0.0909,0.0909,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0.2727,0.1818,0.1818,0,0.0909,0.0909,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0
2008,7,"CA_NONTWL",2,2,5,30,9,0,0,0,0,0,0,0,0,0,0,0,0.0082,0,0.0082,0.0245,0.0163,0.044,0.0718,0.1275,0.0883,0.2378,0.1913,0.0546,0.0638,0.0638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082,0,0.0082,0.0245,0.0163,0.044,0.0718,0.1275,0.0883,0.2378,0.1913,0.0546,0.0638,0.0638,0,0,0,0,0,0,0,0,0
2009,7,"CA_NONTWL",2,2,6,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437,0.1905,0,0.131,0.0873,0.2341,0.0873,0.0516,0.0437,0.0437,0.0437,0,0,0,0.0437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437,0.1905,0,0.131,0.0873,0.2341,0.0873,0.0516,0.0437,0.0437,0.0437,0,0,0,0.0437,0,0,0,0,0,0
2010,7,"CA_NONTWL",2,2,4,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453,0.0453,0.0453,0.2734,0.1364,0.1364,0.0453,0.137,0,0.0905,0.0453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453,0.0453,0.0453,0.2734,0.1364,0.1364,0.0453,0.137,0,0.0905,0.0453,0,0,0,0,0,0,0,0
2011,7,"CA_NONTWL",2,2,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0
2016,7,"CA_NONTWL",2,2,5,28,9,0,0,0,0,0,0,0,0,0,0,0,0.0164,0,0.0164,0.0327,0.0327,0.1432,0.0879,0.0164,0.0327,0.0327,0.1043,0.1656,0.0879,0.0879,0.0327,0.0164,0.0941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164,0,0.0164,0.0327,0.0327,0.1432,0.0879,0.0164,0.0327,0.0327,0.1043,0.1656,0.0879,0.0879,0.0327,0.0164,0.0941,0,0,0,0,0,0
2017,7,"CA_NONTWL",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,7,"CA_NONTWL",2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
2019,7,"CA_NONTWL",2,2,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1438,0.26,0.0347,0,0.1438,0.2738,0,0.1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1438,0.26,0.0347,0,0.1438,0.2738,0,0.1438,0,0,0,0,0,0,0,0,0
1977,7,"CA_TWL",2,2,15,262,51,0,0,0,0,0,0,0,0,0.0038,0.1205,0.1979,0.2384,0.0647,0.0331,0.0347,0.0312,0.0614,0.0569,0.0437,0.0426,0.0231,0.0188,0.0169,0,0,0.0114,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.1205,0.1979,0.2384,0.0647,0.0331,0.0347,0.0312,0.0614,0.0569,0.0437,0.0426,0.0231,0.0188,0.0169,0,0,0.0114,0,0,0,0.001,0,0,0,0
1978,7,"CA_TWL",2,2,50,457,113,0,0,0,0,0,1e-04,0.0018,0,0.0034,0.0273,0.0419,0.0452,0.056,0.0543,0.0633,0.0471,0.0937,0.0983,0.1529,0.0866,0.0784,0.0601,0.0342,0.0237,0.011,0.0021,0.0033,0.009,5e-04,0.0021,0,0,0,0.0037,0,0,0,0,0,1e-04,0.0018,0,0.0034,0.0273,0.0419,0.0452,0.056,0.0543,0.0633,0.0471,0.0937,0.0983,0.1529,0.0866,0.0784,0.0601,0.0342,0.0237,0.011,0.0021,0.0033,0.009,5e-04,0.0021,0,0,0,0.0037
1979,7,"CA_TWL",2,2,29,323,74,0,0,0,0,0,0,0,0,0.0013,0.0026,0.0465,0.1188,0.034,0.0424,0.0383,0.0406,0.0812,0.0792,0.0851,0.1247,0.1025,0.0434,0.0948,0.0166,0.0032,0.0096,0.0117,0.0107,0.0051,0.0033,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0026,0.0465,0.1188,0.034,0.0424,0.0383,0.0406,0.0812,0.0792,0.0851,0.1247,0.1025,0.0434,0.0948,0.0166,0.0032,0.0096,0.0117,0.0107,0.0051,0.0033,0.0042,0,0,0
1980,7,"CA_TWL",2,2,62,470,127,0,0,0,0,0,0,0,0,0.0017,0.0061,0.0408,0.0561,0.0419,0.0739,0.0565,0.061,0.0696,0.0662,0.122,0.1285,0.1033,0.0701,0.0408,0.023,0.0099,0.0147,0.0064,0.006,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0.0061,0.0408,0.0561,0.0419,0.0739,0.0565,0.061,0.0696,0.0662,0.122,0.1285,0.1033,0.0701,0.0408,0.023,0.0099,0.0147,0.0064,0.006,0.0014,0,0,0,0,0
1981,7,"CA_TWL",2,2,41,365,91,0,0,0,0,0,0,0,0,0,0.0047,0.0103,0.0702,0.0498,0.0547,0.0771,0.0552,0.0606,0.0967,0.1164,0.1307,0.0888,0.0916,0.0422,0.018,0.007,0.0092,0.0147,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0.0103,0.0702,0.0498,0.0547,0.0771,0.0552,0.0606,0.0967,0.1164,0.1307,0.0888,0.0916,0.0422,0.018,0.007,0.0092,0.0147,0.0024,0,0,0,0,0,0
1982,7,"CA_TWL",2,2,51,322,95,0,0,0,0,0,0,0,0,0,0.0066,0.04,0.047,0.0833,0.0755,0.0694,0.1045,0.0839,0.1058,0.0698,0.0901,0.0529,0.0404,0.0346,0.0106,0.0258,0.0337,0.0139,0.0097,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,0.04,0.047,0.0833,0.0755,0.0694,0.1045,0.0839,0.1058,0.0698,0.0901,0.0529,0.0404,0.0346,0.0106,0.0258,0.0337,0.0139,0.0097,0.0026,0,0,0,0,0
1983,7,"CA_TWL",2,2,76,425,135,0,0,0,0,0,0,0,0.0062,0.0063,0.0499,0.0531,0.0482,0.0454,0.0514,0.0331,0.0545,0.0689,0.0944,0.1145,0.0977,0.0727,0.0743,0.0361,0.0223,0.0451,0.0043,0.0101,0.0054,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.0063,0.0499,0.0531,0.0482,0.0454,0.0514,0.0331,0.0545,0.0689,0.0944,0.1145,0.0977,0.0727,0.0743,0.0361,0.0223,0.0451,0.0043,0.0101,0.0054,0,0.006,0,0,0,0
1984,7,"CA_TWL",2,2,94,1120,249,0,0,0,0,0,0,0,9e-04,0.0176,0.0698,0.0493,0.0574,0.0457,0.0438,0.0387,0.089,0.0928,0.0852,0.1004,0.1048,0.0689,0.0426,0.0315,0.0286,0.0184,0.0085,0.0025,0.0016,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,9e-04,0.0176,0.0698,0.0493,0.0574,0.0457,0.0438,0.0387,0.089,0.0928,0.0852,0.1004,0.1048,0.0689,0.0426,0.0315,0.0286,0.0184,0.0085,0.0025,0.0016,0,0,0.0019,0,0,0
1985,7,"CA_TWL",2,2,110,1274,286,0,0,0,0,0,0,0,0.0054,0.0262,0.0603,0.0891,0.0546,0.0523,0.0379,0.0571,0.0638,0.0677,0.0719,0.0855,0.0918,0.0857,0.0373,0.0315,0.0252,0.0204,0.0177,0.0096,0.0047,0.0037,4e-04,0,0,0,0,0,0,0,0,0,0,0,0.0054,0.0262,0.0603,0.0891,0.0546,0.0523,0.0379,0.0571,0.0638,0.0677,0.0719,0.0855,0.0918,0.0857,0.0373,0.0315,0.0252,0.0204,0.0177,0.0096,0.0047,0.0037,4e-04,0,0,0,0
1986,7,"CA_TWL",2,2,36,435,96,0,0,0,0,0,0,0.0014,0.0053,0.0093,0.0286,0.0603,0.0917,0.056,0.0373,0.0585,0.0604,0.087,0.1015,0.0749,0.1129,0.0776,0.0621,0.0334,0.0205,0.0093,0.0087,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0053,0.0093,0.0286,0.0603,0.0917,0.056,0.0373,0.0585,0.0604,0.087,0.1015,0.0749,0.1129,0.0776,0.0621,0.0334,0.0205,0.0093,0.0087,0,0.0032,0,0,0,0,0,0
1987,7,"CA_TWL",2,2,24,192,50,0,0,0,0,0,0,0.0034,0.0034,0.0333,0.0522,0.0674,0.0541,0.0573,0.034,0.0569,0.0487,0.0741,0.1149,0.0632,0.1053,0.0583,0.0505,0.0557,0.0086,0.0259,0.0186,0,0.0016,0,0.0057,0.0068,0,0,0,0,0,0,0,0,0,0.0034,0.0034,0.0333,0.0522,0.0674,0.0541,0.0573,0.034,0.0569,0.0487,0.0741,0.1149,0.0632,0.1053,0.0583,0.0505,0.0557,0.0086,0.0259,0.0186,0,0.0016,0,0.0057,0.0068,0,0,0
1988,7,"CA_TWL",2,2,5,21,8,0,0,0,0,0,0,0,0,0,0,0.0248,0.0514,0.1029,0,0,0.0248,0.2057,0.0514,0.0762,0.2571,0,0.0514,0.0514,0.0514,0.0514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248,0.0514,0.1029,0,0,0.0248,0.2057,0.0514,0.0762,0.2571,0,0.0514,0.0514,0.0514,0.0514,0,0,0,0,0,0,0,0,0
1989,7,"CA_TWL",2,2,27,305,69,0,0,0,0,0,0,0.0044,0.019,0.0878,0.1099,0.127,0.0452,0.0359,0.0295,0.0246,0.0174,0.0394,0.0713,0.1107,0.0522,0.083,0.059,0.0297,0.0323,0.0125,3e-04,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0.019,0.0878,0.1099,0.127,0.0452,0.0359,0.0295,0.0246,0.0174,0.0394,0.0713,0.1107,0.0522,0.083,0.059,0.0297,0.0323,0.0125,3e-04,0.0088,0,0,0,0,0,0,0
1990,7,"CA_TWL",2,2,27,205,55,0,0,0,0,0,0,0.0077,0.0462,0.0692,0.0847,0.1028,0.1201,0.0614,0.0906,0.0705,0.0469,0.0225,0.0874,0.0409,0.0691,0.0295,0.0227,0.0129,0,0.0032,0.0118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077,0.0462,0.0692,0.0847,0.1028,0.1201,0.0614,0.0906,0.0705,0.0469,0.0225,0.0874,0.0409,0.0691,0.0295,0.0227,0.0129,0,0.0032,0.0118,0,0,0,0,0,0,0,0
