year,month,fleet,sex,partition,InputN,F6,F8,F10,F12,F14,F16,F18,F20,F22,F24,F26,F28,F30,F32,F34,F36,F38,F40,F42,F44,F46,F48,F50,F52,F54,F56,F58,F60,F62,F64,F66,F68,F70,F72,M6,M8,M10,M12,M14,M16,M18,M20,M22,M24,M26,M28,M30,M32,M34,M36,M38,M40,M42,M44,M46,M48,M50,M52,M54,M56,M58,M60,M62,M64,M66,M68,M70,M72
2009,7,9,3,0,2349,0.288921619691918,0.896763627403188,0.664651795830123,0.896866357580618,1.70107242989603,2.46292565178912,2.23339841808913,2.50421695704467,3.34662620322137,3.27572915039295,3.32491978368573,3.53815883645062,2.99299313259659,3.03817651071069,2.38862527270387,2.34928739733734,1.60196504773817,2.56958603676486,1.38269915789739,1.46482648694032,1.21593539305367,0.845000070121129,0.514072703485173,0.351745014485033,0.331782673188954,0.344388911173901,0.34553995611647,0.208626312146485,0.127705284429431,0.043968515940089103,0.068650219326594,0,0,0.00975703207910112,0.288921619691918,0.896763627403188,0.658728467190573,0.906316755645268,1.68270084983228,2.38629360897978,3.29556774852076,4.12513416600085,4.22846905061175,5.04094801524597,3.5534811980661,4.78315286105645,2.65586615540452,2.34290956548855,3.49007488734196,3.06130870058762,2.26759589328956,1.30967823647649,1.16850440317884,0.824180087495292,1.2618503345525,1.12584024918854,0.663882876017237,0.405406745272789,0.114536365245379,0.0913333538067313,0.0101609484585422,0.00687980885213798,0.0126840638769395,0.0112473979107577,0,0,0,0
2010,7,9,3,0,2487,0.240435805942946,1.26787730041892,1.44592054784429,1.74911140308645,1.96814327442202,2.48836933046484,2.55187313121464,2.833994528121,4.473438462508,4.75635360386595,3.69668778250458,2.23553413258617,3.029161432587,2.14718740388848,2.45101155684281,1.68349972268606,1.61335393627933,1.3119135634534,0.837442842653049,0.881118312754992,0.552734772651512,0.60974769631378,0.437873583572577,0.739645036971895,0.308456734208151,0.400804444296581,0.296673661493663,0.219407944909958,0.246829905632104,0.026348920094544,0.0294194801815975,0,0.00716492317797383,0,0.300123690853294,1.28162478453552,1.44592054784429,1.74911140308645,2.02047353028219,2.27366188077247,3.46133363890089,4.72768117728585,5.21687224973384,7.03498678678655,4.17323242597363,2.68385288378692,2.06941742612376,2.03103669842242,2.03956414549857,1.89794825039155,1.45272213131608,1.49305283870224,1.02483699396531,1.06823147004214,0.968707800756628,0.784863002976015,0.337714069801242,0.346575993148975,0.244256815329683,0.114603964941148,0.134841477220735,0.0618509446564949,0.0165183738385089,0,0.0068474253973385,0,0,0
2011,7,9,3,0,2397,0.19815378410383,0.453915629494177,1.03612010334455,1.27407348995779,1.49211883447469,1.74577102440602,2.6664286955775,3.39194598373701,4.2359903815094,4.70115659113593,4.31599888166285,3.50481163514542,3.21099633002359,2.44604112073761,2.0015255446038,1.47897011381866,1.37782660181405,1.2051589939456,1.159882894344,1.20070527686545,1.20037839014719,0.664177041260594,0.408877598650978,0.456130584596332,0.593302140587916,0.530533481138627,0.541316164595832,0.336471732731998,0.292279761630176,0.0552493492802531,0.0466596453475056,0.00890102461680407,0,0.0131011069043548,0.19815378410383,0.453915629494177,1.03612010334455,1.28602820422556,1.43878136045418,2.22913209671752,3.15881257383222,4.40731198524384,5.63082791175992,5.51411836555249,5.53603534171007,3.3085358472857,2.37221050486454,2.19404533997528,2.56043865304139,1.93595225205079,1.9015998458633,1.20717159060312,1.17244010570033,1.03257287884445,0.890791029781614,0.801600400746635,0.415757785768627,0.333939047402292,0.298213167608665,0.15622163490863,0.164239973821227,0.0514008762358722,0.00828937103754009,0.0499550663531509,0.0104173394779734,0,0,0
2012,7,9,3,0,2411,0.0996242293372712,0.571446149433363,1.3383566365905,1.32170981654797,1.43634549637027,2.08421350026965,2.65257853065316,4.80448805025114,5.07535493108635,4.66171159351155,3.49793873052761,3.61592215674028,2.51452353073224,1.511560075487,2.18091642135433,0.988540737800909,1.11962285314274,1.14367230804301,1.26108687406023,1.0382766732294,0.769367267651868,1.02473995346939,0.738712575809729,0.925382351472632,0.571198566902886,0.368415225878485,0.264311326006491,0.245117469630359,0.112725402572093,0.0453117432534381,0.0306629721943289,0.0445698236972253,0.0103901859278561,0.0260508160245681,0.0996242293372712,0.578237694299499,1.24219028232772,1.33228465432966,1.52846689858829,1.99772273754074,2.82166166629999,4.29001320798978,4.60143559778057,5.32019832105923,4.3685805017082,3.9283837307309,2.16386055191363,2.60827533429645,2.58993766633675,2.5474164017713,1.89942750472994,1.58745281544809,1.48711399171683,0.955441685992319,1.16736239565825,0.990550379277392,0.822423624308497,0.428416313916763,0.211139044419204,0.213034417035467,0.070048467385473,0.0301785715912212,0.0161814642494552,0,0,0.00809487230082255,0,0
2013,7,9,3,0,1706,0.0530258412682594,0.600547018861024,1.51474376377668,1.71025593091267,2.50997108092866,2.55086213400056,2.59492857310721,3.23746521991524,4.02393846670173,4.46765402332241,4.69937801330257,3.08333322399343,3.10791412796559,2.06186355394158,1.34870523479158,1.53287917756291,1.00329077909742,0.405232828115958,1.01940450456226,1.01321832462953,0.497991366474742,0.334990804617744,0.187629601265378,0.348162057448913,0.293949134213141,0.323367649525765,0.435069811172525,0.19397338593284,0.115497873706388,0.153059817898831,0.100712531005723,0.0529458743338881,0.0499381859479199,0,0.0530258412682594,0.600547018861024,1.51474376377668,1.71025593091267,2.50997108092866,2.29619850314787,4.24985980748294,4.8439753109621,4.96633869535437,5.77345428050073,5.84355034493427,4.14791982285352,2.8005390889361,2.15743490980743,1.70019717749795,2.03401021668423,1.07281931121032,1.47356855635546,0.793026653514927,0.770022573268093,0.553493077196499,1.19493347826344,0.455069308545406,0.35477602166163,0.222755271282507,0.105617687232503,0.0720579716486473,0.0519691908053522,0.0285489719485854,0.0234202188567668,0,0,0,0
2014,7,9,3,0,2390,0.129346602219821,0.0844110241227203,0.509438636355517,1.29411056967477,1.71766963440032,2.07527000735871,2.10471668977406,3.75601110491917,5.33997212295121,5.60535940156623,4.22466626722833,3.05229943835137,2.84258854942228,2.42999008450552,1.64856887658207,2.30287346838274,1.23173022769121,0.773109591230295,0.907754159681394,0.772957303512336,0.747489858008413,0.644866869171465,0.351955026094789,0.543529682580206,0.440848248186636,0.386963091334649,0.214754493512535,0.190070712373463,0.0859050901124293,0.13223183709251,0.0849814856824274,0.0312971839827762,0,0.00997525711476282,0.129346602219821,0.0844110241227203,0.509438636355517,1.30005966879743,1.7384038129947,2.44459982730737,3.26504702669426,4.32770989943759,5.74929845987397,6.36184164352593,5.22857900791351,3.95299403333428,2.88171414528502,3.45821123768443,2.19971706094451,1.59274760776986,1.93584525091739,1.22104868483586,1.21974971176051,1.27781825338368,0.617521757263947,0.678119921358952,0.399083547330504,0.260013580113193,0.207335200528927,0.134175357644413,0.0900967066521531,0.0277114256074745,0.0396483131649242,0,0,0,0,0
2015,7,9,3,0,2294,0.0854577665051732,0.179939721764543,0.431313475404072,0.975742732256552,1.60468357592831,2.17774406111523,2.8230098835818,3.74719511579343,6.31663813639233,6.31673613357408,3.755912640953,2.74308557863251,2.27170139353091,1.90946663842658,1.62985533478621,1.47980982227611,1.29116355779478,0.963269211665304,1.11474413134373,1.06196926975651,0.79991889212564,0.619267001186805,0.639097068835865,0.549938219112929,0.551633739317916,0.377901632135459,0.305857652284389,0.192098130728257,0.0997028395975962,0.103242565386782,0.0151076172525086,0.0324539632261014,0.0148186945269951,0,0.10537231448333,0.179939721764543,0.431313475404072,0.95436836419159,1.62030652318832,2.46509629731081,3.84625590488988,6.21024867874666,6.7512277589588,6.33742536617006,4.14422816325631,3.48641025349244,3.08261709009517,2.42261451902084,1.83004076741897,1.50696771367109,1.40606440859702,1.21966870008284,1.03792785770194,0.89764151280919,0.928617070276085,0.614424588722935,0.368385767865915,0.450876585213183,0.19016015197876,0.195595616352894,0.121883150002149,0,0.0138454811357917,0,0,0,0,0
2016,7,9,3,0,2453,0.0485702248994487,0.189897185803584,0.375177497196722,0.979660001953106,1.87592941076318,2.77976587452542,3.18822282043571,4.07649195157135,5.09688886434532,5.75892011653235,4.6421322513347,3.9001099907625,2.44761570505479,1.75081704224049,1.25861056823221,1.27796878355936,1.07994333917527,1.12333254394612,0.787759252999282,0.88002539553069,0.710194733172351,0.589648488011142,0.751409733584869,0.468908800445927,0.649028686339033,0.245799833994054,0.306441453321454,0.339102327655671,0.109262595275808,0.197131784608929,0.0471138904510364,0.0252607829779158,0.00814664664172476,0,0.0485702248994487,0.168950977509702,0.382765882299888,0.943632641371221,1.98378053845995,3.32578758401478,4.2857414685225,5.50936617596017,7.14958417863557,7.57980302723534,5.03231293543986,3.32502484723548,2.22519445209245,1.27080847252133,1.13065319887797,1.01559615775135,1.33908481486617,1.18917798459803,0.967322348398728,0.941160550421163,0.659973260375587,0.532582978829288,0.357459496930154,0.214258424826748,0.272327922151068,0.0877147296188954,0.0516079326125512,0.0444682162030873,0,0,0,0,0,0
2017,7,9,3,0,2508,0.0131363981254646,0.214299204471861,0.12449068298466,0.329206783324259,1.01700902199862,1.4146615500594,2.65188804502328,4.50327596355251,6.14519887795228,5.16021105662322,5.02162384252396,3.0676671840498,2.48532429071287,2.17948001442722,1.61581050482889,1.10072868188729,1.84010981880111,1.4446917688054,1.26515783529247,0.860966633898696,0.818632569702702,0.794051123895809,0.519165851039646,0.601946519819733,0.47226003743221,0.434459084038377,0.146747979991733,0.166526573761856,0.0866350523135421,0.102549785155481,0.0265184794835327,0.016267583538022,0.00491585174316045,0.0071095041078601,0.0131363981254646,0.214299204471861,0.12449068298466,0.329206783324259,0.975944928696383,2.37554252434841,3.76923716114468,5.66448427539099,6.45405113351901,7.09605568473893,4.77475958073114,4.17468229476421,2.57329273956182,2.12760950404225,2.06622806353103,2.57890044112023,1.7897527754514,1.44101818480217,1.39674489983845,0.970494697696551,0.798644015187802,0.566567405294472,0.423165674672621,0.340089019564828,0.180980329754723,0.0433809517984224,0.0750208695877096,0.00491585174316045,0.00457976874544474,0,0,0,0,0
2018,7,9,3,0,2542,0.0427527732878927,0.123810436012691,0.486746918230064,0.711016573756087,1.50865882981172,2.50385286386323,4.7966956440868,4.38464760321668,5.34990510671544,5.41199133921065,4.05048929779803,3.74884480791938,2.46834970348229,1.83877992148655,1.51839678392635,1.40747485746968,1.1120348910882,1.0833248118707,1.14026203337765,0.705716775266558,0.551144994120399,0.467460710405641,0.578561914167974,0.331267632583142,0.240392800190051,0.439152962815969,0.307374414927123,0.153866484769225,0.163843475291404,0.148972492273912,0.0420342743186816,0,0,0,0.0427527732878927,0.123810436012691,0.486746918230064,0.665085450095688,1.31673899973214,2.41992815399437,4.08289888234636,5.67194968628278,7.13096537938427,6.58204884386567,5.46229113116837,3.55986012256508,2.50568871906309,1.59740526535501,1.63289800263679,1.3597085734827,1.59477308537883,1.4093774205042,1.26197742645788,0.815506058280467,0.738544673528105,0.424054756236648,0.432166012008022,0.468302896818295,0.146429950950563,0.116159186351199,0.0490879329612945,0.0788639477868884,0.00615518749446012,0,0,0,0,0
2019,7,9,3,0,1209,0.0344002910019471,0.0249975865169956,0.229218749069631,0.359698819493447,0.487958968339233,1.43672198029378,2.31670944359288,3.52754568635264,5.84969451894299,5.66472578943961,5.68918247682059,3.87429600636376,3.0764510057407,1.99510512209309,1.34710169881846,1.70170176166289,1.27767975334427,0.960375803487786,1.13291368739274,0.89333828445283,0.544725662127149,0.516444236723282,0.50689848453294,0.471546032241987,0.47845523641235,0.435692018934009,0.495079167875047,0.112490033374639,0.156984128088205,0.156851808960719,0.0917132482148228,0,0.0233391271826241,0.021792423868089,0.0344002910019471,0.0249975865169956,0.229218749069631,0.359698819493447,0.503004010753683,1.84650001334814,2.8722334193807,4.16253087438858,6.22284786917658,9.11072802538253,5.52580590439775,4.92426705797843,2.71276741360397,1.59238649329976,2.1394152234837,2.04498138672198,2.15481699111347,2.04172347523171,1.43321999365619,0.928627259324516,1.08225870681763,0.795466832520945,0.522606016632979,0.459774100136505,0.164101645479543,0.102685007218277,0.0580067385840198,0.0591010535302573,0,0,0,0,0,0
2021,7,9,3,0,2383,0.0155653695349956,0.0676607399630522,0.0815342027490801,0.300102498834107,0.497789852982104,0.782834295472645,1.55819866303475,3.45786310555584,5.84827799913917,7.09398640347155,5.17595342719956,3.50836147476393,3.10995582898241,2.6973462766184,2.12183656037584,1.81608545701063,1.18946825061924,1.42833942769188,1.32727970651552,1.11786030342695,0.631617864992623,1.05773161135706,0.772525829467206,0.68164084377814,0.465272630411046,0.344229255935562,0.181177243210594,0.196105882923694,0.196865989933302,0.0999225803833222,0.120059808083937,0.0525733491832469,0.0088426069710199,0.037937191055002,0.0155653695349956,0.0676607399630522,0.0740496076204239,0.300102498834107,0.610386635375796,1.0565228600285,2.24760191630828,4.88524053629458,6.78261861834408,8.20000767354341,6.50483272326765,4.37519751673989,2.51732342975157,2.34986003548276,1.79431154032338,1.38066665491564,1.54697220173054,1.57176411424027,1.53658522296928,1.00295990501095,0.901586995588869,0.523675767408049,0.364837560171076,0.576444967092069,0.226045988993392,0.10895499841236,0.171700494750288,0.157196341585119,0.0425495997648345,0.0639749543273612,0,0,0,0
2022,7,9,3,0,2155,0.138930999074751,0.484644904289804,0.204420210326371,0.206172338085508,0.600963182681188,0.873518158022666,1.31567649612992,2.50008158390092,3.43754372406971,6.71197173266677,6.32658392548367,5.82152984351394,3.64664664413386,2.79788036525194,2.12710046171749,1.45105187673392,1.92706780500763,1.20785119044385,1.21773023944417,1.1554957031671,0.802889757835905,0.979634017839685,0.611077343787917,0.617757421297362,0.347985449873886,0.376072303816291,0.381299026797203,0.192144464684422,0.109955059659191,0.0743995983735422,0.0504167166762174,0.0274574769190988,0.0118923320530382,0,0.105859045054634,0.476192443208978,0.204420210326371,0.206172338085508,0.659043107182567,1.07433645087887,1.66371258553442,2.65755243855419,4.12244192873848,7.31253413963427,6.28592110582498,5.23304568801901,3.26390222044865,2.53460038165278,2.16658265689109,2.7928598175028,2.51575379520313,1.91279686185961,1.51415234898444,1.39526664639108,0.967007412592788,0.981046860743729,0.420952672953005,0.366125976582444,0.252947349088936,0.107627088094821,0.0476735009608381,0.0118923320530382,0.0117382431956079,0,0,0,0,0
