fleet,state,gear,variable,year,prop_sspn,cv,ratio_pred,logit_ratio_pred,sd_logit_ratio_pred,pred_uci,pred_lci
CA_Trawl,CA,Trawl,pred_prop_sspn,2018,0.3826056638147464,0.2871857210364023,0.3557474324773859,-0.5938698150803288,0.2036268843298756,0.451463047524441,0.2703241680681727
CA_Trawl,CA,Trawl,pred_prop_sspn,2019,0.449735569122543,0.2867255747187258,0.43875311186141447,-0.2462240272053173,0.21462301842421716,0.5434990280079278,0.3391946597986841
CA_Trawl,CA,Trawl,pred_prop_sspn,2020,0.5092012537616756,0.29193795775065706,0.5151714486444162,0.06070442916948509,0.225096625536649,0.6229042814853034,0.40600993668949037
CA_Trawl,CA,Trawl,pred_prop_sspn,2021,0.6641092812893411,0.29484540933867376,0.623025161897935,0.5024084634652635,0.26414037905909366,0.7349966757996211,0.4961734048395648
CA_Trawl,CA,Trawl,pred_prop_sspn,2022,0.6643710688105406,0.29314596034298107,0.5697495723254479,0.2808294883848329,0.2697205233993473,0.6919990497543813,0.4383594699730533
CA_Trawl,CA,Trawl,pred_prop_sspn,2023,0.16153846153846163,0.3,0.29902093837230664,-0.8519644183586041,0.2386643032284369,0.40511855425184273,0.21086048023641213
OR_Trawl,OR,Trawl,pred_prop_sspn,1981,1,0.29665709522471484,0.9999000000000001,9.21024036697596,0.2904240676055064,0.9999434015036622,0.9998233227413635
OR_Trawl,OR,Trawl,pred_prop_sspn,1982,1,0.28959640120114694,0.9999000000000001,9.21024036697596,0.28378573773771854,0.9999426603243573,0.9998256062230924
OR_Trawl,OR,Trawl,pred_prop_sspn,1983,1,0.2785912414618501,0.9999000000000001,9.21024036697596,0.27340168354621047,0.9999414814164718,0.9998291191388473
OR_Trawl,OR,Trawl,pred_prop_sspn,1984,1,0.25326020389116066,0.9999000000000001,9.21024036697596,0.24933440534193466,0.9999386550158632,0.9998369914581162
OR_Trawl,OR,Trawl,pred_prop_sspn,1985,1,0.24648736120913722,0.9998999999999999,9.210240366975386,0.24286184855192516,0.9999378718717192,0.9998390460261795
OR_Trawl,OR,Trawl,pred_prop_sspn,1986,1,0.26514385700227505,0.9998999967925102,9.210208289383363,0.26065751736750636,0.9999399994617989,0.9998333285820059
OR_Trawl,OR,Trawl,pred_prop_sspn,1987,0.8523617047547463,0.25985908300750876,0.8558424886028093,1.7811798196405553,0.24336939254313325,0.905354121453287,0.7865369262164071
OR_Trawl,OR,Trawl,pred_prop_sspn,1988,0.8170857628351998,0.23958504573904663,0.8077318535189193,1.4353391450351958,0.2290852897774459,0.8681095557695528,0.7283628106432651
OR_Trawl,OR,Trawl,pred_prop_sspn,1989,0.6336840180552503,0.15412918673519,0.6313640806999662,0.5380731977631804,0.1410853056330552,0.6930889536296797,0.5650162944840752
OR_Trawl,OR,Trawl,pred_prop_sspn,1990,0.46890715927066035,0.04999999999999999,0.4751051263928043,-0.09966190352361037,0.04910258735811314,0.4991447927585489,0.45118029000624454
OR_Trawl,OR,Trawl,pred_prop_sspn,1991,0.685796290970018,0.09683257653660982,0.6681167280250535,0.6996795841662481,0.09848270452025577,0.709448215233442,0.6240216457700736
OR_Trawl,OR,Trawl,pred_prop_sspn,1992,0.3919491689640056,0.053733742135628204,0.39750332604137634,-0.415878843489879,0.05219011423479596,0.4222396255766011,0.37327990507903264
OR_Trawl,OR,Trawl,pred_prop_sspn,1993,0.3661604284475796,0.06677543095145258,0.3675721317405958,-0.5426465955824686,0.06345576035773999,0.39693000675555684,0.3391644590328413
OR_Trawl,OR,Trawl,pred_prop_sspn,1994,0.3741440703607381,0.07416014352583805,0.36496823426500447,-0.5538647020367485,0.07082104537699987,0.39770054008818584,0.3334385037561692
OR_Trawl,OR,Trawl,pred_prop_sspn,1995,0.23363881205219164,0.10119537407876317,0.24965825727974394,-1.1004357478863804,0.08934571936852558,0.28387552741155175,0.21830809104488516
OR_Trawl,OR,Trawl,pred_prop_sspn,1996,0.24489551817636057,0.13392539843939877,0.2489529970476379,-1.10420412519021,0.10915549123751529,0.29105630704645796,0.2111264351357031
OR_Trawl,OR,Trawl,pred_prop_sspn,1997,0.24867180560525007,0.16133562596266315,0.2619848004188105,-1.0356779316172766,0.12500880870353198,0.31202682910260365,0.21743190895901127
OR_Trawl,OR,Trawl,pred_prop_sspn,1998,0.3497227976919921,0.2131912352011832,0.3113718611504578,-0.7937135210002427,0.15627888469300796,0.3805046240699013,0.24973612173164217
OR_Trawl,OR,Trawl,pred_prop_sspn,1999,0.31292677420613374,0.23689178473452982,0.30703426209369344,-0.8140212134459447,0.16304118743249732,0.3788433554996263,0.24350067233904585
OR_Trawl,OR,Trawl,pred_prop_sspn,2000,0.29032799922438585,0.23764383830691083,0.2955796520741305,-0.8684369124053227,0.16259783078991372,0.3659235348964778,0.23377286577997516
OR_Trawl,OR,Trawl,pred_prop_sspn,2001,0.2883993266067617,0.25000295505797104,0.29076217478821625,-0.8916852435635011,0.1657318993761424,0.36196382169399666,0.2285494868835967
OR_Trawl,OR,Trawl,pred_prop_sspn,2002,0.24294792422801997,0.23494334690238872,0.2885518015118293,-0.9024279843553475,0.16142272683631037,0.35754410582433727,0.22814478654989606
OR_Trawl,OR,Trawl,pred_prop_sspn,2003,0.3032863502816656,0.23861573671783837,0.35040468914097583,-0.6172608290918795,0.16647980202018597,0.4277687573280604,0.2801815500956887
OR_Trawl,OR,Trawl,pred_prop_sspn,2004,0.5723962309120129,0.2679318207039735,0.5178723694583458,0.07151994823934531,0.21013540282434454,0.6185469536984348,0.41572556768482194
OR_Trawl,OR,Trawl,pred_prop_sspn,2005,0.6566292864980282,0.27574497158500705,0.6160808921803508,0.47294639970977914,0.2330067667999635,0.7170021751361975,0.5040631947498875
OR_Trawl,OR,Trawl,pred_prop_sspn,2006,0.581004767265385,0.2692472914734214,0.5968403870168408,0.39231717368742697,0.20974356261121352,0.6907044136512481,0.49530508573143955
OR_Trawl,OR,Trawl,pred_prop_sspn,2007,0.6338135996535891,0.2470430307142225,0.6241033187666993,0.5070016079341638,0.20646131898837317,0.7133409145727633,0.5255620504034046
OR_Trawl,OR,Trawl,pred_prop_sspn,2008,0.6145207994764571,0.21278881897413487,0.6136412105935168,0.4626439658061717,0.18237107366606545,0.6942557138929693,0.5262749392108088
OR_Trawl,OR,Trawl,pred_prop_sspn,2009,0.6144455079363715,0.20964984300072373,0.5990570991862422,0.40153789257420497,0.18143589154508385,0.6807351352132321,0.5114788689729299
OR_Trawl,OR,Trawl,pred_prop_sspn,2010,0.49207124308738137,0.20650228571415233,0.5170149174230649,0.06808595966679755,0.16626451819104768,0.5972366861864397,0.4359064387979875
OR_Trawl,OR,Trawl,pred_prop_sspn,2011,0.5245226154034096,0.25616219219761643,0.5252307679717593,0.10100886538238356,0.19416990264755563,0.6181213417733261,0.430560635250765
OR_Trawl,OR,Trawl,pred_prop_sspn,2012,0.5239962042586236,0.25818022061051993,0.5352343080330308,0.1411712196102905,0.19618929352356937,0.6284801699127521,0.43945854875625373
OR_Trawl,OR,Trawl,pred_prop_sspn,2013,0.5723287206984352,0.24959100743968823,0.5731432014911251,0.29468701034242717,0.19905528069642184,0.6648170439039157,0.4761527720133088
OR_Trawl,OR,Trawl,pred_prop_sspn,2014,0.6198867353472886,0.26324816869245826,0.6163519050761278,0.4740923619430081,0.21305853565863855,0.7092382063611021,0.5141206521400346
OR_Trawl,OR,Trawl,pred_prop_sspn,2015,0.6554744192952853,0.2574627503304254,0.6502162743598702,0.6199900005862606,0.21595664436960163,0.7394795031078764,0.5490207674330313
OR_Trawl,OR,Trawl,pred_prop_sspn,2016,0.6769680307627274,0.25186560936289687,0.6629764040592129,0.6765864543685661,0.21670354191972524,0.7505083626018554,0.5626311842482976
OR_Trawl,OR,Trawl,pred_prop_sspn,2017,0.5717576674412759,0.24079767696582058,0.6112914729202573,0.45274411279635113,0.19269324517391087,0.6964443367422428,0.5187575309685385
OR_Trawl,OR,Trawl,pred_prop_sspn,2018,0.726464454327097,0.25945909844325693,0.7209935688212333,0.949395385065401,0.22808839555712596,0.8016197365832493,0.6230095823209026
OR_Trawl,OR,Trawl,pred_prop_sspn,2019,0.8102362785828603,0.27141648909448374,0.8092318922952978,1.4450269219982248,0.2496910896629489,0.873738001250253,0.7222464844714874
OR_Trawl,OR,Trawl,pred_prop_sspn,2020,0.8960222346702226,0.28392386370604045,0.8939938519885116,2.132201805641016,0.2742479354242142,0.9352165392049933,0.8312729460870559
OR_Trawl,OR,Trawl,pred_prop_sspn,2021,0.9053226727034724,0.2859454134971407,0.9057522057828411,2.262838342560332,0.2740894201829178,0.9426787208059935,0.8488517074536461
OR_Trawl,OR,Trawl,pred_prop_sspn,2022,0.9393526152898084,0.2844996883414504,0.9383941620570151,2.7234134383024378,0.27878013660041656,0.9633789102561466,0.8981654055457337
OR_Trawl,OR,Trawl,pred_prop_sspn,2023,0.8635717363378944,0.3,0.8667966118695201,1.8729271666767886,0.2838823879611183,0.9190371878480257,0.7886017568293378
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1981,1,0.22266801842233586,0.9999000000000001,9.21024036697596,0.21997971493910642,0.999935022245696,0.9998461040808103
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1982,1,0.22353613676065717,0.9999000000000001,9.21024036697596,0.2208168023423558,0.9999351287598146,0.9998458514168197
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1983,1,0.2206887086109632,0.9999000000000001,9.21024036697596,0.21807024841814127,0.9999347786231766,0.9998466788800697
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1984,1,0.2769775016677183,0.9999000000000001,9.21024036697596,0.2718752239816878,0.9999413060851422,0.9998296295395812
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1985,1,0.23645373763487856,0.9999000000000001,9.21024036697596,0.2332451269713524,0.9999366898014997,0.9998420509238385
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1986,1,0.189748971033191,0.9999000000000001,9.21024036697596,0.18807351462948874,0.9999308293299719,0.9998554320410348
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1987,1,0.155478154674706,0.9999000000000001,9.21024036697596,0.1545506404485146,0.9999261321958538,0.9998646242749218
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1988,1,0.229787822682883,0.9999000000000001,9.21024036697596,0.22683824317321657,0.9999358898227909,0.9998440216591193
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1989,1,0.2839026065737382,0.9999000000000001,9.21024036697596,0.27841885221684176,0.9999420540144518,0.9998274307582812
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1990,NA,0.3,0.9999000000000001,9.21024036697596,435.97611963499673,1,0
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1991,1,0.2976715703191257,0.9999000000000001,9.21024036697596,0.2913762543590449,0.9999435070281785,0.9998229927616047
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1992,1,0.1688183323719104,0.9999000000000001,9.21024036697596,0.1676337244473162,0.9999280021620106,0.9998611084532034
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1993,1,0.2968360006189211,0.9998999999999997,9.210240366971261,0.29059196399633413,0.9999434201248035,0.9998232646016633
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1994,1,0.28468138334686155,0.999899997884865,9.210219213733344,0.2791565609454017,0.9999421365097757,0.9998271774464306
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1995,0.9896469464474726,0.11439228128032092,0.9896351091316771,4.558912081584755,0.1140453913432245,0.9916940379055573,0.9870724546774848
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1996,0.9466453674121406,0.25069976377279907,0.9480834194696021,2.904804283732255,0.23428530792347801,0.966560416918811,0.9202394642101325
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1997,0.9388849876301348,0.2077144058295523,0.9402956026922428,2.7567886223452334,0.1960767626488571,0.9585565645133841,0.9147044066395342
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1998,0.9682646860229572,0.23001886595608506,0.9681713394098111,3.415041914834391,0.22438257578949516,0.9792620061486488,0.9514434921282557
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,1999,0.9899497487437188,0.24358036863711377,0.989892545602067,4.584323186625113,0.24040191839642416,0.9936662628314635,0.9839068169738131
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,2000,0.9762540813297714,0.24693530484043447,0.9749356099923171,3.6609233137821886,0.2480990029978618,0.9844373639829727,0.959869059863541
OR_Non-trawl,OR,Non-trawl,pred_prop_sspn,2001,0.6859849540261913,0.24347011251775585,0.8331531972357,1.6081414928262132,0.1875282441253676,0.8782216959723218,0.7756660229556563
